web-scraper-order,web-scraper-start-url,category,category-href,product,product-href,product_name,product_description,product_price,product_color,product_image-src,sub_category
1720555057-27,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 4 Retro Bred ReimaginedLowest AskCA$261,https://stockx.com/air-jordan-4-retro-bred-reimagined,Jordan 4 Retro,"Rediscover a classic with the Jordan 4 Retro Bred Reimagined, dropping on February 17, 2024. This sneaker is a fresh take on the iconic Jordan 4, bringing a contemporary edge to a timeless design. This new release ditches the traditional nubuck, and incorporates a fresh take on the upper with a supple black leather.The Reimagined series, known for breathing new life into classic Air Jordans with innovative materials, makes this release a true collector's item.

The colorway in Black/Cement Grey/Varsity Red/Summit White perfectly balances boldness and tradition. This reinvention of the legendary ""Bred"" aesthetic combines the familiar with the unexpected, creating a sneaker that's both nostalgic and forward-looking. It's a must-have for both long-time Jordan fans and newcomers to the sneaker scene.

Priced at $210, the Jordan 4 Retro Bred Reimagined is set to be a versatile addition to any collection. Whether you're hitting the streets or just showcasing your style, this sneaker blends history, innovation, and style in a way only Jordan Brand can. Don't miss out on this blend of past and future – grab your pair and step into a new era of sneaker culture.",261,Black/Cement Grey/Varsity Red/Summit White,https://images.stockx.com/360/Air-Jordan-4-Retro-Bred-Reimagined/Images/Air-Jordan-4-Retro-Bred-Reimagined/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1705954810&h=384&q=60,Air Jordan
1720555062-28,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Yeezy Slide Dark OnyxLowest AskCA$122,https://stockx.com/adidas-yeezy-slide-dark-onyx,adidas Yeezy Slide,"Step into unparalleled comfort and minimalist style with the adidas Yeezy Slide Dark Onyx. This sleek, monochromatic slide is the epitome of understated luxury, featuring a uniform dark onyx colorway that pairs effortlessly with any casual outfit. The Yeezy Slide's design focuses on simplicity and functionality, offering a sophisticated take on casual footwear.

Crafted for those who value both style and comfort, the adidas Yeezy Slide Dark Onyx is built with a plush material that molds to the shape of your foot, ensuring all-day comfort. Its minimalist aesthetic is complemented by the slide's practicality, making it the perfect choice for a relaxed day out or a cozy evening at home. The adidas Yeezy Slide has quickly become a staple in the wardrobe of the fashion-forward, thanks to its versatile design and unparalleled comfort.

Since its release on March 7, 2024, with a retail price of $70, the adidas Yeezy Slide Dark Onyx has established itself as a must-have for sneaker enthusiasts and style mavens alike. Its release has been met with enthusiasm, solidifying its status as a timeless piece of casual footwear. If you're seeking a blend of simplicity, comfort, and style, the adidas Yeezy Slide Dark Onyx is a choice that delivers on all fronts.",122,Dark Onyx/Dark Onyx/Dark Onyx,https://images.stockx.com/360/adidas-Yeezy-Slide-Dark-Onyx/Images/adidas-Yeezy-Slide-Dark-Onyx/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1710343346&h=384&q=60,adidas
1720555064-29,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 11 Retro Low Space JamLowest AskCA$227,https://stockx.com/air-jordan-11-retro-low-space-jam,Jordan 11 Retro Low,"Introducing the Air Jordan 11 Retro Low 'Space Jam', an iconic silhouette that brings the nostalgia of 1996 straight to the streets.  These sneakers are a modern twist on a classic, combining historical significance with contemporary style. The sneaker integrates the cherished Space Jam colorway, traditionally seen on higher-cut models, onto the Jordan 11 Low for the first time, making it a groundbreaking release for collectors and new fans alike.

This rendition of the Jordan 11 Low features a sleek black upper composed of high-quality patent leather and ballistic mesh, perfectly complementing the Varsity Royal accents that can be found on the iconic Jumpman logo & portions of the outsole. Contrasted with a crisp white midsole and a translucent outsole, the design maintains the aesthetic integrity of the original high-top version. This shoe celebrates Michael Jordan's larger-than-life influence both on and off the court.

Released on May 18, 2024, at a retail price of $190, the 'Space Jam' Jordan 11 Retro Low is a piece of basketball heritage. As it hits the shelves, it brings with it stories of victories, cultural moments, and a legacy of innovation. Whether stepping out on the court or walking the streets, these sneakers offer a timeless style combined with unmatched comfort. Don’t miss out on owning a piece of history with the Jordan 11 Retro Low 'Space Jam', a must-have for sneaker enthusiasts around the globe.",227,Black/Varsity Royal/White,https://images.stockx.com/360/Air-Jordan-11-Retro-Low-Space-Jam/Images/Air-Jordan-11-Retro-Low-Space-Jam/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1714663358&h=384&q=60,Air Jordan
1720555067-30,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Yeezy Foam RNR Onyx (2022/2024)Lowest AskCA$114,https://stockx.com/adidas-yeezy-foam-rnnr-onyx,adidas Yeezy Foam RNR,"The adidas Yeezy Foam RNR Onyx arrives with an Onyx, oval-cut foam construction made of part EVA and algae. At the base, a cushioned footbed offers comfort and support, while a sculptural sole with deep treads provides traction.




The adidas Yeezy Foam RNR Onyx released in June of 2022 and retailed for $80 and in March of 2024 and retailed for $90.",114,Onyx/Onyx/Onyx,https://images.stockx.com/360/adidas-Yeezy-Foam-RNNR-Onyx/Images/adidas-Yeezy-Foam-RNNR-Onyx/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1654263493&h=384&q=60,adidas
1720555069-31,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Yeezy Slide Onyx (2022/2023)Lowest AskCA$103,https://stockx.com/adidas-yeezy-slide-black-onyx,adidas Yeezy Slide,"First revealed in February 2022 at the Donda 2 listening event in Miami, the adidas Yeezy Slide Onyx features an all-black foam construction with a soft footbed for comfort. At the base, a grooved outsole adds stability and responsiveness.




The adidas Yeezy Slide Onyx released in March of 2022 and retailed for $60.",103,Onyx/Onyx/Onyx,https://images.stockx.com/360/adidas-Yeezy-Slide-Black/Images/adidas-Yeezy-Slide-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1646687558&h=384&q=60,adidas
1720555071-32,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 4 Retro Military Blue (2024)Lowest AskCA$270,https://stockx.com/air-jordan-4-retro-military-blue-2024,Jordan 4 Retro,"The Air Jordan 4 Retro Military Blue 2024 stands as a beacon of Jordan Brand's innovation and style. It features an off-white leather base contrasted with the striking military blue splashed on the eyelet wings, heel, and parts of the midsole, creating a look of disciplined yet daring design. The neutral grey touches on the forefoot and outsole balance the aesthetic, highlighting the sneaker's clean lines and geometric shapes.

Every detail is meticulously crafted, with the Jumpman logo on the tongue, the 'Flight' script on the tongue's underside, and a visible Air-Sole unit encased in the sole—all of which are hallmarks of the Jordan brand's dedication to quality and performance. The industrial blue mesh inserts not only offer breathability but also complement the sneaker's color scheme, adding both function and flair. The beloved Nike Air logo graces the heel and stays true to the original 1989 iteration.

Released on May 4, 2024, at a retail price of $215, the Air Jordan 4 Retro Military Blue quickly ascended to iconic status. Collectors and sneaker enthusiasts eagerly celebrated the revival of the military blue colorway on a timeless model.",270,Off-White/Military Blue/Neutral Grey,https://images.stockx.com/360/Air-Jordan-4-Retro-Military-Blue-2024/Images/Air-Jordan-4-Retro-Military-Blue-2024/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1713385181&h=384&q=60,Air Jordan
1720555074-33,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,New Balance 2002R Mushroom Hazy PeachLowest AskCA$137,https://stockx.com/new-balance-2002r-mushroom-hazy-peach,New Balance 2002R,NA,137,NA,https://images.stockx.com/360/New-Balance-2002R-Mushroom-Hazy-Peach/Images/New-Balance-2002R-Mushroom-Hazy-Peach/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1712668775&h=384&q=60,New Balance
1720555076-34,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Anta Kai 1 Playoffs AwayLowest AskCA$300,https://stockx.com/anta-kai-1-playoffs-away,Anta Kai 1,NA,300,NA,https://images.stockx.com/360/Anta-Kai-1-Playoffs-Away/Images/Anta-Kai-1-Playoffs-Away/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1714688272&h=384&q=60,Other Brands
1720555078-35,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Nike Zoom Vomero 5 Designed by Japan (Women's)Lowest AskCA$215,https://stockx.com/nike-zoom-vomero-5-design-by-japan-womens,Nike Zoom Vomero 5,"The Nike Zoom Vomero 5 Designed by Japan (Women's) is a layered multicolored sneaker that finds inspiration in the ""Moon Shoe"" designed by Nike co-founder Bill Bowerman. Although the sneaker boasts a variety of colors, most of the tones are neutral or earthy, which prevents the hues from clashing.




The base comes in Pale Ivory with full-grain leather, soft suede, synthetic, plastic, and mesh details across the upper. The suede overlays in Pale Ivory are thin and create a web-like pattern. Black leather Swooshes reach across the side panels and complement the black on the rubber outsole. However, the outsole also features Light Bone, Aquarius Blue, and Orange-brown hues. The traction pattern pays homage to the waffle sole found on the ""Moon Shoe.""




Our StockX experts like the addition of layered Aquarius Blue, Light Bone, and White on the bulky midsole. The Nike Zoom Vomero 5 Designed by Japan (Women's) was released on May 10, 2024, and retailed at $180.",215,Pale Ivory/Black-Light Bone-Pale Vanilla-Aquarius Blue,https://images.stockx.com/360/Nike-Zoom-Vomero-5-Design-By-Japan-Womens/Images/Nike-Zoom-Vomero-5-Design-By-Japan-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1718029241&h=384&q=60,Nike
1720555081-36,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Nike Dunk Low Michigan State (2021/2024)Lowest AskCA$132,https://stockx.com/nike-dunk-low-varsity-green,Nike Dunk Low,"The Nike Dunk Low Michigan State (2021/2024) is composed of white leather uppers with Varsity Green leather overlays and Swoosh logos. From there, woven retro Nike logo tongue labels and heel embroidery nod to original Dunks from 1985.




The Nike Dunk Low Michigan State (2021/2024) released in June of 2021 and retailed for $100. The Nike Dunk Low Michigan State (2021/2024) released again in May of 2024 and retailed for $115.",132,White/Varsity Green-White,https://images.stockx.com/360/Nike-Dunk-Low-Team-Green/Images/Nike-Dunk-Low-Team-Green/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1646078709&h=384&q=60,Nike
1720555083-37,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Campus 00s Grey WhiteLowest AskCA$87,https://stockx.com/adidas-campus-00s-grey-white,adidas Campus 00s,"The adidas Campus 00s Grey White comes in a grey three, footwear white, and off-white color scheme.
​
​The Grey White adidas Campus 00s has a grey and white upper with a subtle pattern. The shoe's upper is constructed with suede for durability and style. The sneaker has a durable rubber outsole for stability and traction. The sneaker's EVA wedge midsole provides comforting cushioning. The side perforations of the shoe provide ventilation and comfort. The shoe features the classic adidas 3-Stripes branding on the lateral sides. The sneaker has a ""CAMPUS"" inscription on one side. The shoe's design is completed with the adidas Trefoil logo on the tongue and heel.
​
​The adidas Campus 00s Grey White was released at a retail price of $100 on March 1, 2023.",87,Grey Three/Footwear White/Off White,https://images.stockx.com/360/adidas-Campus-00s-Grey-White/Images/adidas-Campus-00s-Grey-White/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1683627624&h=384&q=60,adidas
1720555086-38,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 4 Retro Oxidized GreenLowest AskCA$245,https://stockx.com/air-jordan-4-retro-oxidized-green,Jordan 4 Retro,"The Jordan 4 Retro Oxidized Green takes the recognizable Air Jordan 4 retro silhouette and updates it with a colorway of White and Neutral Gray with Oxidized Green accents.




The use of crisp White and deep Oxidized Green on the upper gives the sneaker a retro, varsity-sports-inspired appearance. The base is constructed from smooth leather in White with tonal leather overlay panels and wavy rows of tonal stitching. Oxidized Green details can be found on the floating, web-like eyestays, the synthetic collar lining, the sockliner, the Jumpman logo on the tongue’s tag, the Jumpman on the heel, and a strip on the midsole. Like other Jordan 4 Retro models, this version features visible air units in the heel that cushion the foot.




Our StockX experts like the synthetic mesh on the side panel and below the tongue. The Jordan 4 Retro Oxidized Green was released on June 15, 2024, and retailed at $210.",245,White/Oxidized Green/White/Neutral Grey,https://images.stockx.com/360/Air-Jordan-4-Retro-Oxidized-Green/Images/Air-Jordan-4-Retro-Oxidized-Green/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1715800317&h=384&q=60,Air Jordan
1720555088-39,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,adidas Yeezy Slide Slate Grey (2022/2024)Lowest AskCA$123,https://stockx.com/adidas-yeezy-slide-slate-grey,adidas Yeezy Slide,"The adidas Yeezy Slide Slate Grey is a collaboration between adidas and Kanye West.
​
​The Slide Slate Grey adidas Yeezy comes in a slate grey color palette. The shoe features an upper constructed from a single piece of molded EVA foam, offering a lightweight and durable design. The slide's design features strategic cutouts and a breathable lining. The slide's outsole features a textured pattern that provides traction and stability. The Yeezy Slide features an effortless slip-on design for easy wear and removal.
​
​What we love about the adidas Yeezy Slide Slate Grey is its minimalist and sleek design. The slide is crafted with a one-piece construction, featuring a soft and comfortable foam compound for the upper, while the Slate Grey colorway adds a versatile and understated aesthetic. The adidas Yeezy Slide Slate Grey was released in 2023, and sold for a retail price of $70.",123,Slate Grey/Slate Grey/Slate Grey,https://images.stockx.com/360/adidas-Yeezy-Slide-Slate-Grey/Images/adidas-Yeezy-Slide-Slate-Grey/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1673940531&h=384&q=60,adidas
1720555090-40,https://stockx.com/sneakers/most-popular,Sneakers,https://stockx.com/sneakers,Jordan 1 Retro Low OG SP Travis Scott Canary (Women's)Lowest AskCA$289,https://stockx.com/air-jordan-1-retro-low-og-sp-travis-scott-canary-womens,Jordan 1 Retro Low OG SP,"Immerse yourself in the stylish and bold world of the Jordan 1 Retro Low OG SP Travis Scott Canary (Women's), a sneaker that brings a fresh vibe to a classic silhouette. This edition is splashed in Canary, Racer Blue, and Light Silver hues, embodying the energy of Travis Scott's alma mater, Elkins High School. The sneaker’s design is highlighted by the iconic reversed Swoosh, a hallmark of Travis Scott’s transformative touch to the Jordan 1 & sneaker culture. Adorned with the Cactus Jack logo, these sneakers are a true testament to the rapper's influence and aesthetic.

The Jordan 1 Retro Low OG SP Travis Scott Canary is a piece of wearable art. Crafted with premium materials for comfort and durability, the design also features a gum medium brown outsole that complements the vibrant upper, ensuring these shoes stand out in any crowd. The combination of Travis Scott's unique style and Jordan Brand's legendary craftsmanship offers wearers a mix of street-worthy appeal and high-fashion sensibility.

Released on May 17, 2024, the Jordan 1 Retro Low OG SP Travis Scott Canary (Women's) was retailed for $150. Each pair reflects the spirit of innovation and youth, capturing the essence of Travis Scott's creative vision and the enduring legacy of the Jordan brand. With each step, wearers celebrate a legacy of musical prowess and sneaker history, making it a coveted addition to any collection.",289,Canary/Racer Blue/Light Silver/Gum Medium Brown,https://images.stockx.com/360/Air-Jordan-1-Retro-Low-OG-SP-Travis-Scott-Canary-Womens/Images/Air-Jordan-1-Retro-Low-OG-SP-Travis-Scott-Canary-Womens/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1714998206&h=384&q=60,Air Jordan
1720558199-1,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Nike Air Force 1 Low '07 WhiteLowest AskCA$110,https://stockx.com/nike-air-force-1-low-white-07,Nike Air Force 1 Low '07,"The Nike Air Force 1 Low White ‘07 features an all-white leather upper with a perforated toe box and Swoosh overlays. A Nike heel embroidery and white sole completes the design.




The Nike Air Force 1 Low White ‘07 originally released in 2007, but since it is an essential colorway to the brand, it consistently restocks.




To shop all Nike Air Force 1 shoes, click here.",110,White/White,https://images.stockx.com/360/Nike-Air-Force-1-Low-White-07/Images/Nike-Air-Force-1-Low-White-07/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635275427&h=384&q=60,Nike
1720558202-2,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Jordan 4 Retro Bred ReimaginedLowest AskCA$261,https://stockx.com/air-jordan-4-retro-bred-reimagined,Jordan 4 Retro Bred Reimagined,"Rediscover a classic with the Jordan 4 Retro Bred Reimagined, dropping on February 17, 2024. This sneaker is a fresh take on the iconic Jordan 4, bringing a contemporary edge to a timeless design. This new release ditches the traditional nubuck, and incorporates a fresh take on the upper with a supple black leather.The Reimagined series, known for breathing new life into classic Air Jordans with innovative materials, makes this release a true collector's item.

The colorway in Black/Cement Grey/Varsity Red/Summit White perfectly balances boldness and tradition. This reinvention of the legendary ""Bred"" aesthetic combines the familiar with the unexpected, creating a sneaker that's both nostalgic and forward-looking. It's a must-have for both long-time Jordan fans and newcomers to the sneaker scene.

Priced at $210, the Jordan 4 Retro Bred Reimagined is set to be a versatile addition to any collection. Whether you're hitting the streets or just showcasing your style, this sneaker blends history, innovation, and style in a way only Jordan Brand can. Don't miss out on this blend of past and future – grab your pair and step into a new era of sneaker culture.",261,Black/Cement Grey/Varsity Red/Summit White,https://images.stockx.com/360/Air-Jordan-4-Retro-Bred-Reimagined/Images/Air-Jordan-4-Retro-Bred-Reimagined/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1705954810&h=384&q=60,Air Jordan
1720558204-3,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,adidas Yeezy Slide Dark OnyxLowest AskCA$122,https://stockx.com/adidas-yeezy-slide-dark-onyx,adidas Yeezy Slide,"Step into unparalleled comfort and minimalist style with the adidas Yeezy Slide Dark Onyx. This sleek, monochromatic slide is the epitome of understated luxury, featuring a uniform dark onyx colorway that pairs effortlessly with any casual outfit. The Yeezy Slide's design focuses on simplicity and functionality, offering a sophisticated take on casual footwear.

Crafted for those who value both style and comfort, the adidas Yeezy Slide Dark Onyx is built with a plush material that molds to the shape of your foot, ensuring all-day comfort. Its minimalist aesthetic is complemented by the slide's practicality, making it the perfect choice for a relaxed day out or a cozy evening at home. The adidas Yeezy Slide has quickly become a staple in the wardrobe of the fashion-forward, thanks to its versatile design and unparalleled comfort.

Since its release on March 7, 2024, with a retail price of $70, the adidas Yeezy Slide Dark Onyx has established itself as a must-have for sneaker enthusiasts and style mavens alike. Its release has been met with enthusiasm, solidifying its status as a timeless piece of casual footwear. If you're seeking a blend of simplicity, comfort, and style, the adidas Yeezy Slide Dark Onyx is a choice that delivers on all fronts.",122,Dark Onyx/Dark Onyx/Dark Onyx,https://images.stockx.com/360/adidas-Yeezy-Slide-Dark-Onyx/Images/adidas-Yeezy-Slide-Dark-Onyx/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1710343346&h=384&q=60,adidas
1720558206-4,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Jordan 11 Retro Low Space JamLowest AskCA$227,https://stockx.com/air-jordan-11-retro-low-space-jam,Jordan 11 Retro Low Space Jam,"Introducing the Air Jordan 11 Retro Low 'Space Jam', an iconic silhouette that brings the nostalgia of 1996 straight to the streets.  These sneakers are a modern twist on a classic, combining historical significance with contemporary style. The sneaker integrates the cherished Space Jam colorway, traditionally seen on higher-cut models, onto the Jordan 11 Low for the first time, making it a groundbreaking release for collectors and new fans alike.

This rendition of the Jordan 11 Low features a sleek black upper composed of high-quality patent leather and ballistic mesh, perfectly complementing the Varsity Royal accents that can be found on the iconic Jumpman logo & portions of the outsole. Contrasted with a crisp white midsole and a translucent outsole, the design maintains the aesthetic integrity of the original high-top version. This shoe celebrates Michael Jordan's larger-than-life influence both on and off the court.

Released on May 18, 2024, at a retail price of $190, the 'Space Jam' Jordan 11 Retro Low is a piece of basketball heritage. As it hits the shelves, it brings with it stories of victories, cultural moments, and a legacy of innovation. Whether stepping out on the court or walking the streets, these sneakers offer a timeless style combined with unmatched comfort. Don’t miss out on owning a piece of history with the Jordan 11 Retro Low 'Space Jam', a must-have for sneaker enthusiasts around the globe.",227,Black/Varsity Royal/White,https://images.stockx.com/360/Air-Jordan-11-Retro-Low-Space-Jam/Images/Air-Jordan-11-Retro-Low-Space-Jam/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1714663358&h=384&q=60,Air Jordan
1720558209-5,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,adidas Yeezy Foam RNR Onyx (2022/2024)Lowest AskCA$115,https://stockx.com/adidas-yeezy-foam-rnnr-onyx,adidas Yeezy Foam RNR,"The adidas Yeezy Foam RNR Onyx arrives with an Onyx, oval-cut foam construction made of part EVA and algae. At the base, a cushioned footbed offers comfort and support, while a sculptural sole with deep treads provides traction.




The adidas Yeezy Foam RNR Onyx released in June of 2022 and retailed for $80 and in March of 2024 and retailed for $90.",115,Onyx/Onyx/Onyx,https://images.stockx.com/360/adidas-Yeezy-Foam-RNNR-Onyx/Images/adidas-Yeezy-Foam-RNNR-Onyx/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1654263493&h=384&q=60,adidas
1720558211-6,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,adidas Yeezy Slide Onyx (2022/2023)Lowest AskCA$103,https://stockx.com/adidas-yeezy-slide-black-onyx,adidas Yeezy Slide,"First revealed in February 2022 at the Donda 2 listening event in Miami, the adidas Yeezy Slide Onyx features an all-black foam construction with a soft footbed for comfort. At the base, a grooved outsole adds stability and responsiveness.




The adidas Yeezy Slide Onyx released in March of 2022 and retailed for $60.",103,Onyx/Onyx/Onyx,https://images.stockx.com/360/adidas-Yeezy-Slide-Black/Images/adidas-Yeezy-Slide-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1646687558&h=384&q=60,adidas
1720558213-7,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Jordan 4 Retro Military Blue (2024)Lowest AskCA$281,https://stockx.com/air-jordan-4-retro-military-blue-2024,Jordan 4 Retro,"The Air Jordan 4 Retro Military Blue 2024 stands as a beacon of Jordan Brand's innovation and style. It features an off-white leather base contrasted with the striking military blue splashed on the eyelet wings, heel, and parts of the midsole, creating a look of disciplined yet daring design. The neutral grey touches on the forefoot and outsole balance the aesthetic, highlighting the sneaker's clean lines and geometric shapes.

Every detail is meticulously crafted, with the Jumpman logo on the tongue, the 'Flight' script on the tongue's underside, and a visible Air-Sole unit encased in the sole—all of which are hallmarks of the Jordan brand's dedication to quality and performance. The industrial blue mesh inserts not only offer breathability but also complement the sneaker's color scheme, adding both function and flair. The beloved Nike Air logo graces the heel and stays true to the original 1989 iteration.

Released on May 4, 2024, at a retail price of $215, the Air Jordan 4 Retro Military Blue quickly ascended to iconic status. Collectors and sneaker enthusiasts eagerly celebrated the revival of the military blue colorway on a timeless model.",281,Off-White/Military Blue/Neutral Grey,https://images.stockx.com/360/Air-Jordan-4-Retro-Military-Blue-2024/Images/Air-Jordan-4-Retro-Military-Blue-2024/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1713385181&h=384&q=60,Air Jordan
1720558221-10,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,"Aime Leon Dore x Rimowa Classic Cabin GreenLowest AskCA$5,990",https://stockx.com/aime-leon-dore-x-rimowa-classic-cabin-green,Aime Leon Dore x Rimowa Classic Cabin,"The Aime Leon Dore x Rimowa Classic Cabin Green measures 21.7 x 15.8 x 9.1 inches and is a suitable size to carry on an airplane. This cabin bag is part of the Rimowa classic collection, which includes features such as an interior nylon lining, an adjustable divider, and leather-made handles and straps.




TSA-approved locks and a brown leather luggage tag match perfectly with the bag. This luxurious suitcase is constructed of aluminum for sturdiness and durability. It is made by Rimowa, a German company known for designing and producing high-end luggage.



 
Our team likes the vintage look of the Aime Leon Dore x Rimowa Classic Cabin Green. It is dark green and looks a lot like a trunk. We are also impressed with its signature wheel system for easy steering. This suitcase was part of Rimowa's Spring/Summer 2024 line. The original retail price for this item was $2,670 when it was released on May 31, 2024.","5,990",Green,https://images.stockx.com/images/Aime-Leon-Dore-x-Rimowa-Classic-Cabin-Green.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1716483045&q=60,Other Brands
1720558223-11,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,"Louis Vuitton Speedy P9 Bandouliere 40 TurquoiseLowest AskCA$21,919",https://stockx.com/louis-vuitton-speedy-p9-bandouliere-40-turquoise,Louis Vuitton Speedy P9 Bandouliere,"Please Note: This item comes with a dust bag, the box is not required.","21,919",Calfskin,https://images.stockx.com/images/Louis-Vuitton-Speedy-P9-Bandouliere-40-Turquoise.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&trimcolor=ffffff&updated_at=1720450386&q=60,Louis Vuitton
1720558225-12,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Louis Vuitton Slender Wallet Monogram Surfin' Navy BlueLowest AskCA$864,https://stockx.com/louis-vuitton-slender-wallet-monogram-surfin-navy-blue,Louis Vuitton Slender Wallet Monogram Surfin' Navy Blue,"The Louis Vuitton Slender Wallet Monogram Surfin' Navy Blue offers exceptional style and ample space for your ID, credit cards, and cash. Its stylish exterior is navy blue, which provides the perfect backdrop for the classic Louis Vuitton (LV and floral) pattern. A surfboard and bright red flower give its exterior a distinct, more fashion-forward look.



 
This slender wallet is made of canvas with a cowhide leather lining for a luxurious feel and added durability. The interior features eight card slots and a separate bill compartment for enhanced function and organization.



 
In addition to the wallet's colorful surfboard print, our team appreciates the slender design of the Louis Vuitton Slender Wallet Monogram Surfin' Navy Blue. It can comfortably and easily fit in your front pocket, but is also suitable for a back pocket. This Louis Vuitton wallet was released on May 23, 2024. Its original retail price was $580.",864,Canvas,https://images.stockx.com/images/Louis-Vuitton-Slender-Wallet-Monogram-Surfin-Navy-Blue.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&trimcolor=ffffff&updated_at=1716600971&q=60,Louis Vuitton
1720558230-14,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,"Louis Vuitton by Tyler, the Creator Multiple Wallet Chocolate Craggy MonogramLowest AskCA$969",https://stockx.com/louis-vuitton-by-tyler-the-creator-multiple-wallet-chocolate-craggy-monogram,"Louis Vuitton by Tyler, the Creator Multiple Wallet","The Louis Vuitton by Tyler, the Creator Multiple Wallet Chocolate Craggy Monogram is a wallet with a unique version of the LV logo.




This iteration of the Louis Vuitton by Tyler, the Creator Multiple Wallet comes in a chocolate brown color for the background. Flowers in a lighter brown color appear dotted across the wallet, and some other flowers appear in blue, green, and pink. The LV logo also appears in a light brown and it has an uneven, craggy look, hence the name of this version. A tan strip covers the binding of the wallet. The inside of the wallet is also chocolate brown and contains a cash pocket and several card pockets. ‘Louis Vuitton Paris’ can be seen in gold underneath the card pockets on the inside.




Our favorite feature of this wallet is the craggy logo. It gives a less formal and more fun look to the high-quality brushed canvas wallet. The Louis Vuitton by Tyler, the Creator Multiple Wallet Chocolate Craggy Monogram was released on March 21, 2024, for a price of $650.",969,Coated Canvas,https://images.stockx.com/images/Louis-Vuitton-by-Tyler-the-Creator-Multiple-Wallet-Chocolate-Craggy-Monogram.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&trimcolor=ffffff&updated_at=1711131056&q=60,Louis Vuitton
